Match Number,Round Number,Date,Location,Home Team,Away Team,Result
98,11,10/11/2024 16:00,Roazhon Park,Stade Rennais FC,Toulouse FC,0 - 2
94,11,10/11/2024 19:45,Groupama Stadium,Lyon,AS Saint-Étienne,1 - 0
103,12,22/11/2024 18:00,Stade Louis II,Monaco,Brest,3 - 2
106,12,22/11/2024 20:00,Parc des Princes,PSG,Toulouse FC,3 - 0
101,12,23/11/2024 16:00,Stade Bollaert-Delelis,RC Lens,Olympique de Marseille,1 - 3
108,12,23/11/2024 18:00,Stade Geoffroy-Guichard,AS Saint-Étienne,Montpellier Hérault SC,1 - 0
107,12,23/11/2024 20:00,Stade Auguste Delaune,Stade DE Reims,Lyon,1 - 1
102,12,24/11/2024 14:00,Decathlon Arena Pierre Mauroy Stadium,Lille,Stade Rennais FC,1 - 0
100,12,24/11/2024 16:00,Stade de l'Abbé-Deschamps,AJ Auxerre,Angers SCO,1 - 0
104,12,24/11/2024 16:00,Stade de la Beaujoire,FC Nantes,Havre Athletic Club,0 - 2
